COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
12,4311.79,4118.46,4553.33,4189.23,3897.95,4311.79,4061.54,4431.28,4256.92,4136.92,4810.77,4236.41,4076.41,4499.49,1619,1599,75.516,0,0,0,0,
13,4298.97,4103.08,4542.56,4183.08,3894.36,4319.49,4061.54,4423.59,4263.08,4126.15,4796.41,4230.26,4062.05,4489.23,1619,1599,75.524,0,0,0,0,
14,4293.85,4100,4536.92,4177.44,3892.31,4325.64,4071.79,4430.77,4252.31,4116.92,4797.44,4227.18,4066.67,4488.21,1619,1598,75.532,0,0,0,0,
15,4300.51,4105.13,4543.08,4190.26,3903.59,4331.28,4077.44,4442.56,4264.1,4124.62,4807.69,4231.28,4074.87,4492.31,1619,1598,75.54,0,0,0,0,
16,4305.13,4106.15,4552.31,4201.54,3905.13,4335.9,4073.33,4447.18,4289.74,4135.9,4812.82,4233.33,4073.33,4489.74,1617,1596,75.548,0,0,0,0,
17,4308.21,4110.77,4553.85,4188.72,3897.44,4337.95,4075.38,4454.87,4287.69,4141.03,4815.38,4234.36,4084.62,4492.31,1617,1596,75.555,0,0,0,0,
18,4302.56,4110.77,4540.51,4178.46,3894.36,4336.41,4080,4463.08,4275.9,4138.46,4812.82,4232.31,4096.41,4492.31,1617,1594,75.563,0,0,0,0,
19,4292.31,4104.62,4536.92,4194.87,3897.95,4329.74,4073.85,4460,4276.92,4136.41,4811.79,4230.77,4092.31,4487.69,1615,1595,75.571,0,0,0,0,
20,4299.49,4111.28,4552.82,4201.54,3912.31,4327.69,4073.85,4461.54,4290.26,4150.77,4824.62,4243.59,4097.95,4500,1617,1593,75.579,0,0,0,0,
21,4313.33,4122.05,4563.59,4188.21,3912.31,4327.69,4082.05,4466.67,4300.51,4163.08,4831.79,4255.9,4109.74,4511.79,1615,1594,75.587,0,0,0,0,
22,4307.18,4116.41,4551.79,4191.28,3892.82,4326.67,4077.95,4452.31,4280,4149.23,4824.62,4248.72,4102.56,4497.95,1617,1598,75.594,0,0,0,0,
23,4292.31,4103.59,4538.97,4200,3892.31,4331.28,4068.21,4436.92,4257.44,4131.28,4823.08,4241.54,4088.72,4485.13,1617,1597,75.602,0,0,0,0,
24,4295.38,4103.59,4540,4188.21,3902.56,4334.36,4066.15,4439.49,4269.74,4131.28,4824.1,4246.15,4091.28,4493.33,1617,1598,75.61,0,0,0,0,
25,4298.46,4108.21,4535.9,4178.97,3892.82,4323.59,4066.67,4442.05,4274.36,4136.41,4811.79,4244.1,4093.85,4491.28,1618,1596,75.618,0,0,0,0,
26,4283.59,4105.13,4522.56,4186.67,3890.26,4323.08,4064.1,4438.97,4263.59,4131.28,4804.1,4232.82,4087.69,4473.33,1618,1595,75.626,0,0,0,0,
27,4280.51,4101.54,4524.62,4186.67,3907.18,4335.9,4069.74,4451.79,4290.26,4134.36,4816.92,4234.36,4092.31,4469.74,1618,1593,75.634,0,0,0,0,
28,4297.95,4103.59,4540.51,4185.13,3914.87,4333.33,4078.97,4472.82,4322.05,4156.92,4831.28,4247.18,4106.15,4484.62,1618,1594,75.641,0,0,0,0,
29,4306.67,4114.36,4547.69,4200,3908.21,4321.54,4083.08,4476.92,4317.44,4168.21,4835.9,4252.31,4112.82,4494.87,1618,1593,75.649,0,0,0,0,
30,4294.36,4111.28,4541.03,4202.56,3893.33,4323.59,4077.44,4464.62,4305.64,4151.28,4826.15,4242.56,4105.13,4482.56,1617,1594,75.657,0,0,0,0,
31,4280,4089.23,4529.74,4177.95,3877.95,4329.74,4068.72,4449.74,4293.85,4132.82,4811.28,4229.23,4085.13,4466.15,1619,1593,75.665,0,0,0,0,
32,4276.92,4080,4524.62,4165.13,3877.44,4327.69,4070.77,4443.59,4275.9,4133.85,4808.72,4226.67,4075.38,4468.72,1617,1593,75.673,0,0,0,0,
33,4279.49,4090.77,4528.21,4182.56,3893.33,4322.05,4078.46,4447.69,4280,4137.44,4815.38,4231.28,4091.79,4473.33,1618,1595,75.68,0,0,0,0,
34,4279.49,4096.41,4529.74,4191.28,3907.69,4330.26,4077.44,4450.77,4296.92,4133.85,4814.36,4232.31,4095.38,4463.08,1618,1596,75.688,0,0,0,0,
35,4276.41,4098.97,4533.33,4182.05,3906.15,4343.08,4077.95,4447.18,4290.77,4137.44,4814.87,4226.67,4072.82,4457.44,1618,1597,75.696,0,0,0,0,
36,4278.46,4104.62,4540,4184.1,3890.26,4337.95,4085.64,4449.23,4277.44,4140.51,4815.9,4223.59,4076.41,4463.08,1619,1598,75.704,0,0,0,0,
37,4283.08,4095.9,4532.31,4190.77,3882.56,4325.13,4081.54,4452.31,4274.36,4131.28,4804.1,4217.95,4094.87,4456.92,1618,1598,75.712,0,0,0,0,
38,4277.44,4089.23,4517.44,4186.15,3895.9,4324.62,4066.67,4444.62,4275.9,4124.1,4801.03,4204.1,4083.08,4441.54,1619,1596,75.72,0,0,0,0,
39,4268.72,4096.41,4517.95,4182.05,3896.92,4326.67,4067.69,4441.54,4278.97,4132.82,4813.33,4202.56,4073.33,4442.05,1618,1594,75.727,0,0,0,0,
40,4268.21,4095.9,4522.05,4185.64,3889.74,4335.9,4078.97,4450.26,4276.41,4135.9,4808.72,4211.79,4087.18,4444.62,1618,1593,75.735,0,0,0,0,
41,4271.28,4091.28,4520,4186.15,3903.59,4350.26,4080.51,4455.38,4278.97,4130.26,4800.51,4215.9,4095.9,4442.05,1618,1593,75.743,0,0,0,0,
42,4276.41,4101.54,4523.59,4184.1,3911.79,4343.08,4074.87,4459.49,4293.85,4140.51,4816.41,4220,4101.03,4450.26,1619,1595,75.751,0,0,0,0,
43,4284.1,4111.28,4537.44,4192.82,3896.41,4327.18,4075.38,4459.49,4294.36,4150.77,4834.36,4225.13,4110.26,4462.05,1618,1595,75.759,0,0,0,0,
44,4276.92,4104.62,4538.97,4204.1,3887.69,4326.67,4073.85,4445.64,4275.38,4139.49,4827.69,4220,4105.64,4452.31,1619,1597,75.766,0,0,0,0,
45,4265.64,4098.46,4526.67,4200,3894.87,4325.13,4066.15,4444.62,4282.56,4133.33,4814.87,4217.44,4100,4444.1,1619,1598,75.774,0,0,0,0,
46,4274.36,4100.51,4527.18,4188.21,3898.46,4320,4068.21,4457.44,4297.95,4145.13,4815.38,4230.26,4104.62,4456.92,1621,1600,75.782,0,0,0,0,
47,4282.56,4097.44,4536.41,4183.08,3895.9,4324.62,4073.85,4451.28,4275.9,4143.08,4814.36,4233.85,4101.54,4458.46,1621,1599,75.79,0,0,0,0,
48,4276.92,4096.92,4537.95,4189.23,3894.87,4328.21,4069.23,4435.38,4258.46,4135.38,4816.92,4230.77,4098.97,4448.72,1620,1600,75.798,0,0,0,0,
49,4278.46,4105.64,4536.41,4198.97,3894.36,4325.13,4064.1,4442.56,4280,4146.67,4836.92,4236.41,4113.33,4453.85,1621,1598,75.806,0,0,0,0,
50,4282.05,4107.69,4537.44,4200,3893.33,4324.62,4068.21,4457.44,4297.44,4154.87,4843.59,4237.95,4124.62,4461.03,1621,1596,75.813,0,0,0,0,
51,4278.97,4105.13,4539.49,4195.9,3898.46,4326.67,4074.87,4459.49,4288.21,4153.33,4832.31,4235.9,4124.1,4458.46,1621,1594,75.821,0,0,0,0,
52,4279.49,4104.1,4540,4196.41,3907.18,4330.26,4075.9,4456.92,4284.62,4156.92,4827.18,4235.38,4125.13,4457.95,1620,1593,75.829,0,0,0,0,
53,4284.1,4106.15,4536.92,4195.38,3910.77,4334.87,4074.87,4455.38,4290.26,4158.46,4829.23,4232.82,4124.1,4456.92,1621,1592,75.837,0,0,0,0,
54,4292.31,4118.46,4535.38,4194.36,3909.23,4334.87,4080.51,4458.97,4295.38,4164.1,4835.9,4236.41,4126.67,4456.92,1618,1592,75.845,0,0,0,0,
55,4299.49,4126.15,4541.54,4204.62,3905.13,4336.92,4088.21,4465.64,4299.49,4172.82,4845.13,4245.64,4135.38,4462.56,1620,1594,75.853,0,0,0,0,
56,4283.08,4106.67,4538.97,4204.1,3893.85,4333.85,4075.9,4459.49,4288.72,4160.51,4835.38,4241.03,4126.15,4455.38,1619,1594,75.86,0,0,0,0,
57,4262.05,4089.74,4524.62,4186.67,3887.18,4324.1,4057.44,4444.62,4276.41,4144.62,4823.08,4226.67,4109.74,4442.56,1618,1598,75.868,0,0,0,0,
58,4268.21,4102.05,4521.54,4182.05,3903.08,4326.15,4064.1,4446.67,4284.1,4155.38,4840.51,4230.77,4117.95,4444.62,1619,1599,75.876,0,0,0,0,
59,4275.38,4107.18,4524.62,4187.69,3910.26,4332.82,4079.49,4468.72,4298.46,4170.26,4847.18,4242.05,4131.28,4450.26,1618,1600,75.884,0,0,0,0,
60,4267.18,4094.87,4522.56,4188.72,3893.85,4330.77,4078.46,4475.9,4298.97,4172.31,4836.41,4237.95,4124.1,4443.59,1618,1600,75.892,0,0,0,0,
61,4259.49,4095.9,4520.51,4190.26,3896.41,4335.9,4073.85,4464.1,4296.41,4167.18,4837.95,4229.23,4116.92,4432.82,1618,1600,75.899,0,0,0,0,
62,4252.82,4106.15,4522.56,4191.28,3916.41,4338.97,4074.87,4456.92,4296.41,4156.92,4838.46,4229.23,4120.51,4429.23,1619,1599,75.907,0,0,0,0,
63,4245.64,4102.56,4527.18,4187.69,3904.1,4328.72,4074.87,4460.51,4287.69,4149.74,4827.69,4231.28,4121.03,4429.74,1618,1598,75.915,0,0,0,0,
64,4255.38,4093.85,4533.33,4185.64,3883.08,4331.28,4080,4464.1,4280,4150.26,4822.56,4228.72,4118.46,4435.38,1618,1597,75.923,0,0,0,0,
65,4263.59,4096.92,4538.46,4187.18,3903.08,4346.15,4085.13,4463.59,4290.26,4151.79,4829.74,4230.77,4118.97,4449.74,1618,1596,75.931,0,0,0,0,
66,4255.9,4102.05,4540.51,4192.82,3918.46,4340.51,4079.49,4463.59,4297.44,4147.69,4833.85,4236.41,4123.59,4465.64,1619,1596,75.939,0,0,0,0,
67,4246.67,4099.49,4537.44,4201.03,3902.56,4332.31,4068.72,4454.36,4280,4132.82,4823.08,4232.31,4118.46,4464.1,1619,1597,75.946,0,0,0,0,
68,4235.38,4095.9,4534.87,4202.05,3902.05,4341.54,4063.08,4441.54,4270.77,4120.51,4814.87,4224.1,4109.74,4456.41,1620,1597,75.954,0,0,0,0,
69,4234.36,4100,4546.15,4197.44,3912.31,4340,4070.26,4450.77,4294.36,4137.95,4830.77,4233.33,4116.92,4468.21,1619,1598,75.962,0,0,0,0,
70,4248.72,4102.05,4560,4190.77,3903.08,4328.72,4083.59,4470.77,4314.36,4161.03,4848.72,4248.21,4128.72,4482.05,1620,1598,75.97,0,0,0,0,
71,4246.67,4092.82,4553.33,4183.59,3890.77,4332.31,4083.08,4470.77,4308.72,4142.05,4838.46,4242.05,4117.44,4472.31,1620,1598,75.978,0,0,0,0,
72,4224.62,4088.21,4538.46,4181.54,3889.23,4337.44,4070.26,4451.28,4294.36,4115.9,4817.95,4228.72,4096.41,4456.41,1620,1598,75.985,0,0,0,0,
73,4227.18,4093.33,4536.92,4190.26,3894.87,4333.85,4067.18,4436.41,4274.87,4119.49,4809.74,4225.13,4097.44,4455.38,1618,1598,75.993,0,0,0,0,
74,4244.62,4094.36,4547.69,4201.54,3905.64,4335.38,4069.23,4436.92,4265.13,4124.62,4820,4227.18,4113.85,4456.92,1619,1598,76.001,0,0,0,0,
75,4238.97,4092.82,4551.79,4194.87,3905.64,4336.92,4066.67,4444.62,4277.95,4123.08,4830.77,4227.18,4121.03,4447.18,1618,1596,76.009,0,0,0,0,
76,4232.82,4099.49,4550.26,4181.54,3894.87,4334.36,4070.77,4443.08,4287.18,4134.36,4827.69,4227.18,4118.97,4442.56,1618,1596,76.017,0,0,0,0,
77,4244.62,4104.62,4551.79,4190.77,3894.36,4332.31,4073.85,4445.13,4289.23,4143.08,4831.28,4229.23,4120,4453.85,1619,1595,76.025,0,0,0,0,
78,4253.85,4097.95,4554.87,4204.1,3902.56,4330.26,4070.26,4455.38,4295.9,4132.31,4838.97,4232.82,4118.97,4459.49,1619,1596,76.032,0,0,0,0,
79,4244.62,4097.44,4554.36,4200,3897.44,4328.72,4066.15,4450.77,4289.23,4117.44,4826.67,4232.82,4106.15,4450.26,1619,1597,76.04,0,0,0,0,
80,4233.85,4107.69,4552.82,4199.49,3892.82,4327.69,4061.54,4437.44,4280,4118.97,4815.9,4228.21,4100,4441.54,1619,1597,76.048,0,0,0,0,
81,4240.51,4109.74,4554.36,4205.13,3905.64,4325.64,4062.56,4441.03,4294.87,4137.95,4826.15,4230.77,4115.38,4446.15,1620,1598,76.056,0,0,0,0,
82,4251.28,4101.54,4556.41,4201.54,3908.72,4323.59,4070.77,4449.74,4301.54,4143.59,4834.36,4235.9,4121.03,4455.38,1618,1597,76.064,0,0,0,0,
83,4251.28,4103.08,4556.92,4200.51,3886.15,4320.51,4070.77,4444.62,4287.69,4130.26,4831.79,4235.9,4112.31,4458.97,1619,1598,76.071,0,0,0,0,
84,4251.28,4108.21,4556.92,4202.05,3870.77,4315.9,4064.62,4443.08,4292.82,4131.28,4832.31,4234.87,4114.87,4461.54,1618,1596,76.079,0,0,0,0,
85,4250.77,4097.95,4554.87,4194.87,3886.67,4323.08,4064.62,4448.21,4307.69,4143.59,4832.82,4233.85,4120.51,4457.95,1617,1597,76.087,0,0,0,0,
86,4234.87,4088.72,4542.56,4191.79,3899.49,4335.9,4069.74,4445.64,4299.49,4140.51,4828.21,4230.26,4118.97,4446.67,1617,1596,76.095,0,0,0,0,
87,4227.18,4097.95,4535.38,4190.26,3896.41,4336.41,4074.36,4438.46,4286.15,4131.28,4824.1,4228.72,4117.95,4438.46,1616,1597,76.103,0,0,0,0,
88,4244.62,4106.15,4546.67,4189.74,3897.44,4326.67,4071.28,4443.59,4298.46,4137.44,4827.69,4237.95,4122.05,4444.1,1617,1595,76.111,0,0,0,0,
89,4250.26,4097.95,4549.23,4195.38,3901.03,4327.18,4065.64,4456.92,4310.26,4144.62,4827.18,4243.08,4119.49,4451.28,1616,1594,76.118,0,0,0,0,
90,4230.77,4090.26,4536.92,4200.51,3898.46,4333.33,4066.67,4458.46,4296.92,4135.9,4817.95,4234.87,4107.18,4445.13,1617,1593,76.126,0,0,0,0,
91,4218.97,4091.28,4532.82,4197.44,3896.92,4333.33,4063.08,4446.67,4284.1,4117.44,4809.23,4225.13,4094.87,4433.85,1617,1594,76.134,0,0,0,0,
92,4227.69,4091.79,4539.49,4196.41,3899.49,4331.28,4058.46,4441.03,4286.15,4116.92,4813.33,4226.67,4102.05,4434.87,1617,1594,76.142,0,0,0,0,
93,4236.92,4090.26,4542.05,4198.97,3889.74,4327.18,4067.69,4447.69,4292.31,4142.56,4827.18,4232.82,4121.54,4445.64,1617,1596,76.15,0,0,0,0,
94,4235.9,4091.28,4541.54,4189.74,3876.41,4321.03,4079.49,4450.26,4294.87,4151.28,4829.74,4233.33,4122.05,4445.64,1618,1597,76.158,0,0,0,0,
95,4229.74,4091.28,4541.54,4182.56,3882.05,4323.08,4078.46,4446.67,4297.44,4135.38,4817.95,4231.79,4111.79,4438.46,1618,1598,76.165,0,0,0,0,
96,4230.26,4090.77,4539.49,4185.64,3895.9,4327.18,4069.23,4448.21,4300.51,4133.85,4810.77,4230.26,4107.18,4436.41,1617,1599,76.173,0,0,0,0,
97,4235.38,4093.85,4538.97,4189.74,3896.41,4327.18,4070.77,4457.95,4311.28,4146.15,4812.31,4230.26,4106.67,4432.82,1618,1597,76.181,0,0,0,0,
98,4225.64,4089.23,4533.85,4185.64,3890.77,4333.85,4073.33,4457.95,4317.95,4143.59,4816.92,4228.72,4103.59,4424.1,1617,1597,76.189,0,0,0,0,
99,4217.44,4091.28,4533.85,4190.26,3891.79,4334.36,4067.18,4451.79,4311.28,4134.36,4824.62,4228.72,4113.33,4425.13,1619,1597,76.197,0,0,0,0,
100,4230.26,4106.67,4546.15,4203.59,3896.41,4323.59,4065.13,4454.87,4304.62,4134.36,4831.28,4232.82,4128.21,4436.92,1618,1597,76.204,0,0,0,0,
101,4230.26,4101.54,4549.74,4197.95,3895.38,4322.05,4065.13,4452.82,4307.69,4137.95,4826.15,4231.79,4120.51,4435.9,1619,1598,76.212,0,0,0,0,
102,4215.9,4085.64,4537.95,4182.05,3892.31,4331.28,4064.62,4443.08,4309.23,4137.44,4815.38,4225.64,4103.59,4424.1,1619,1596,76.22,0,0,0,0,
103,4222.56,4088.72,4534.87,4179.49,3894.87,4333.33,4070.26,4441.54,4287.69,4126.15,4808.21,4227.69,4101.03,4427.18,1619,1596,76.228,0,0,0,0,
104,4240,4093.85,4543.59,4187.69,3898.97,4327.69,4075.38,4445.64,4277.44,4126.15,4819.49,4237.95,4112.31,4442.05,1619,1595,76.236,0,0,0,0,
105,4235.9,4090.26,4542.05,4193.85,3887.69,4322.56,4066.67,4441.03,4299.49,4138.46,4827.69,4237.44,4121.03,4438.97,1619,1595,76.243,0,0,0,0,
106,4220.51,4088.21,4535.38,4192.82,3877.44,4314.87,4060,4440.51,4300,4130.77,4812.82,4222.05,4109.74,4423.08,1618,1592,76.251,0,0,0,0,
107,4213.33,4084.62,4536.92,4186.15,3885.13,4316.41,4062.56,4449.23,4277.95,4114.36,4803.59,4212.31,4094.36,4418.46,1618,1592,76.259,0,0,0,0,
108,4212.82,4085.13,4538.46,4186.67,3886.15,4327.18,4063.59,4457.44,4288.21,4114.36,4812.31,4221.03,4101.03,4425.64,1618,1590,76.267,0,0,0,0,
109,4214.87,4091.28,4536.41,4188.21,3880,4326.67,4063.59,4462.05,4313.33,4124.62,4814.36,4230.26,4111.79,4428.72,1618,1591,76.275,0,0,0,0,
110,4214.87,4090.26,4536.41,4183.59,3890.77,4316.92,4061.03,4455.9,4316.41,4135.38,4811.79,4230.26,4109.23,4428.21,1620,1590,76.283,0,0,0,0,
111,4215.38,4089.74,4536.92,4183.59,3903.08,4320,4055.9,4442.05,4304.1,4138.97,4815.9,4226.15,4101.54,4429.23,1618,1592,76.29,0,0,0,0,
112,4213.85,4091.28,4529.23,4186.67,3897.95,4332.82,4049.74,4425.64,4282.56,4121.54,4811.28,4220.51,4095.9,4425.64,1619,1592,76.298,0,0,0,0,
113,4210.77,4087.18,4524.1,4188.21,3896.92,4332.82,4048.72,4415.38,4266.67,4100.51,4807.18,4220.51,4096.41,4422.56,1619,1591,76.306,0,0,0,0,
114,4211.79,4083.59,4526.15,4187.69,3894.36,4325.64,4061.54,4428.21,4272.31,4107.69,4812.31,4229.23,4103.59,4428.21,1619,1591,76.314,0,0,0,0,
115,4206.15,4081.54,4524.1,4184.62,3876.41,4326.15,4076.92,4449.23,4286.67,4126.67,4811.28,4233.33,4104.62,4430.77,1620,1591,76.322,0,0,0,0,
116,4207.69,4082.56,4528.21,4192.31,3872.82,4324.62,4074.36,4448.21,4294.36,4125.13,4806.67,4227.69,4102.05,4423.08,1619,1592,76.33,0,0,0,0,
117,4216.92,4085.13,4540,4197.95,3886.15,4310.77,4061.03,4443.08,4293.85,4115.9,4812.82,4222.05,4105.13,4420.51,1620,1591,76.337,0,0,0,0,
118,4209.23,4077.95,4529.74,4178.97,3880,4301.54,4057.95,4456.92,4296.41,4117.95,4813.85,4222.05,4105.64,4422.56,1620,1592,76.345,0,0,0,0,
119,4195.38,4064.62,4506.15,4164.1,3866.67,4308.21,4058.97,4462.05,4304.1,4123.08,4802.56,4216.92,4102.56,4416.41,1619,1590,76.353,0,0,0,0,
120,4194.87,4064.1,4504.1,4171.28,3877.44,4315.38,4052.82,4450.77,4308.21,4127.18,4803.08,4206.15,4101.03,4408.72,1619,1591,76.361,0,0,0,0,
121,4192.82,4072.82,4508.72,4170.77,3894.36,4322.05,4048.72,4437.44,4300.51,4125.64,4809.23,4205.13,4105.13,4409.23,1619,1593,76.369,0,0,0,0,
122,4182.56,4075.38,4508.72,4166.67,3897.44,4331.79,4054.36,4429.23,4284.62,4115.38,4807.18,4214.87,4116.92,4411.28,1618,1593,76.376,0,0,0,0,
123,4182.56,4075.38,4516.92,4173.33,3892.31,4328.21,4060,4426.15,4277.44,4113.85,4806.15,4216.92,4121.03,4411.28,1619,1592,76.384,0,0,0,0,
124,4191.79,4071.79,4520.51,4169.23,3880.51,4314.36,4059.49,4423.59,4284.62,4121.03,4811.79,4214.36,4113.85,4412.82,1619,1592,76.392,0,0,0,0,
125,4199.49,4068.72,4517.44,4169.74,3880.51,4310.77,4060,4428.72,4292.31,4121.03,4815.38,4216.41,4120,4418.46,1619,1591,76.4,0,0,0,0,
126,4205.13,4076.41,4523.59,4183.59,3897.44,4319.49,4063.59,4442.05,4287.18,4118.46,4816.41,4223.08,4141.03,4427.69,1619,1592,76.408,0,0,0,0,
127,4203.59,4082.56,4527.18,4181.54,3893.33,4327.18,4060.51,4444.62,4291.28,4125.13,4813.85,4229.23,4146.15,4431.28,1619,1592,76.416,0,0,0,0,
128,4202.56,4073.33,4524.62,4165.13,3863.08,4318.46,4056.92,4444.1,4309.23,4130.26,4810.77,4231.28,4136.92,4425.64,1618,1594,76.423,0,0,0,0,
0,4198.46,4063.08,4525.13,4163.59,3862.05,4304.62,4059.49,4456.92,4304.62,4124.62,4813.33,4226.67,4129.23,4416.41,1620,1594,76.431,0,0,0,0,
1,4190.77,4065.13,4524.1,4175.9,3886.15,4309.23,4062.05,4464.1,4302.05,4128.72,4814.87,4223.59,4121.03,4414.87,1618,1593,76.439,0,0,0,0,
2,4186.67,4067.18,4517.95,4168.21,3886.67,4317.95,4062.05,4452.82,4311.28,4129.23,4811.28,4219.49,4111.28,4414.36,1620,1595,76.447,0,0,0,0,
3,4184.62,4061.03,4517.95,4150.77,3869.23,4316.92,4066.15,4447.18,4298.46,4111.79,4811.79,4215.38,4108.72,4410.77,1619,1593,76.455,0,0,0,0,
4,4191.28,4060,4525.13,4162.05,3871.28,4320.51,4068.21,4447.69,4276.92,4108.21,4812.82,4220,4112.82,4410.77,1619,1596,76.462,0,0,0,0,
5,4190.26,4062.05,4523.59,4173.85,3886.15,4332.82,4062.56,4435.38,4283.59,4126.15,4805.13,4218.97,4115.38,4409.23,1620,1596,76.47,0,0,0,0,
6,4173.85,4058.97,4509.23,4154.87,3872.82,4328.21,4058.97,4423.59,4284.62,4119.49,4790.77,4205.64,4110.26,4400,1620,1598,76.478,0,0,0,0,
7,4170.77,4062.56,4501.03,4149.74,3856.92,4316.92,4059.49,4421.03,4257.44,4097.44,4789.74,4201.54,4104.1,4393.85,1620,1598,76.486,0,0,0,0,
8,4185.64,4075.9,4510.26,4172.31,3879.49,4321.03,4061.03,4424.62,4261.54,4098.97,4803.59,4215.9,4107.18,4404.62,1620,1598,76.494,0,0,0,0,
9,4187.18,4082.56,4522.05,4173.33,3898.46,4323.08,4062.56,4436.41,4290.77,4108.21,4813.33,4223.08,4113.33,4417.95,1620,1597,76.502,0,0,0,0,
10,4183.59,4077.95,4525.13,4164.62,3881.03,4310.26,4057.44,4445.13,4297.44,4117.44,4818.46,4217.95,4117.95,4417.44,1619,1597,76.509,0,0,0,0,
11,4189.23,4070.77,4525.64,4172.31,3873.85,4306.67,4051.79,4446.15,4295.38,4123.08,4818.46,4216.41,4124.1,4405.64,1620,1596,76.517,0,0,0,0,
12,4187.69,4072.82,4523.59,4175.38,3880.51,4316.92,4055.38,4453.85,4301.03,4121.03,4810.77,4216.41,4121.03,4400.51,1618,1595,76.525,0,0,0,0,
13,4184.62,4081.54,4522.56,4173.33,3872.31,4318.46,4065.64,4463.08,4301.03,4122.05,4810.26,4217.95,4114.36,4412.31,1619,1595,76.533,0,0,0,0,
14,4180,4072.82,4524.62,4170.77,3870.77,4318.46,4067.18,4455.38,4289.23,4114.36,4809.74,4216.41,4110.77,4411.28,1619,1594,76.541,0,0,0,0,
15,4168.72,4056.92,4522.05,4166.67,3877.95,4325.13,4063.59,4443.08,4298.97,4102.56,4801.54,4206.67,4103.08,4390.26,1619,1595,76.548,0,0,0,0,
16,4164.1,4065.13,4509.23,4165.13,3877.95,4326.67,4061.03,4432.82,4294.87,4097.95,4794.36,4197.95,4089.23,4380.51,1620,1595,76.556,0,0,0,0,
17,4165.64,4074.87,4503.08,4167.18,3875.9,4324.1,4056.92,4427.18,4272.31,4100,4799.49,4202.56,4084.62,4390.26,1619,1598,76.564,0,0,0,0,
18,4167.18,4067.69,4515.38,4173.85,3871.28,4318.97,4061.03,4437.44,4284.62,4109.74,4811.79,4214.87,4106.67,4396.41,1620,1598,76.572,0,0,0,0,
19,4170.26,4066.15,4525.13,4184.62,3866.67,4313.33,4069.74,4447.18,4297.95,4120,4817.95,4217.44,4125.64,4394.36,1620,1596,76.58,0,0,0,0,
20,4169.23,4072.31,4516.92,4183.59,3875.9,4316.92,4064.62,4440.51,4275.9,4105.64,4812.31,4217.95,4113.85,4395.9,1621,1594,76.588,0,0,0,0,
21,4170.77,4081.03,4516.41,4185.13,3885.64,4323.59,4058.46,4441.03,4276.41,4100,4813.85,4228.72,4105.13,4407.18,1620,1593,76.595,0,0,0,0,
22,4180.51,4090.26,4534.36,4201.54,3874.36,4318.97,4065.13,4456.41,4322.56,4135.9,4827.69,4238.97,4125.13,4417.44,1621,1591,76.603,0,0,0,0,
23,4185.64,4084.1,4540,4200.51,3867.69,4313.85,4066.67,4463.59,4336.41,4149.23,4832.31,4235.38,4143.59,4413.85,1620,1592,76.611,0,0,0,0,
24,4184.62,4075.38,4528.72,4180,3876.92,4311.79,4057.95,4457.44,4305.13,4122.56,4825.64,4226.15,4137.44,4409.74,1621,1596,76.619,0,0,0,0,
25,4182.56,4075.9,4523.08,4177.44,3874.87,4309.74,4058.97,4454.87,4291.28,4110.77,4815.38,4218.97,4123.08,4412.31,1620,1598,76.627,0,0,0,0,
26,4176.41,4071.28,4522.56,4191.28,3866.15,4320,4065.64,4456.41,4294.87,4108.72,4807.69,4211.28,4120,4407.18,1618,1601,76.634,0,0,0,0,
27,4180.51,4067.69,4526.15,4198.97,3871.28,4334.36,4072.31,4455.38,4276.41,4096.41,4807.69,4216.92,4132.31,4409.23,1618,1601,76.642,0,0,0,0,
28,4191.79,4074.36,4532.82,4200.51,3883.59,4333.85,4080.51,4459.49,4260.51,4103.08,4814.36,4229.74,4142.56,4424.62,1617,1599,76.65,0,0,0,0,
29,4187.18,4069.23,4528.72,4200,3880.51,4321.03,4073.33,4456.92,4269.74,4114.87,4813.85,4224.1,4138.46,4425.13,1618,1594,76.658,0,0,0,0,
30,4178.46,4062.56,4522.56,4201.03,3876.92,4320.51,4063.08,4448.21,4273.33,4099.49,4809.23,4214.36,4146.67,4420.51,1618,1590,76.666,0,0,0,0,
31,4185.13,4073.33,4527.18,4203.59,3878.46,4328.72,4071.28,4461.03,4288.72,4100.51,4820.51,4224.1,4176.41,4429.74,1619,1589,76.674,0,0,0,0,
32,4184.62,4073.85,4527.69,4201.03,3875.9,4320.51,4073.85,4475.38,4309.74,4128.72,4838.46,4235.9,4191.79,4434.87,1618,1591,76.681,0,0,0,0,
33,4183.08,4065.13,4527.18,4198.97,3877.95,4312.31,4062.05,4469.74,4309.74,4147.18,4845.13,4232.31,4187.18,4437.44,1618,1596,76.689,0,0,0,0,
34,4195.38,4072.82,4533.85,4201.03,3887.69,4319.49,4063.08,4467.18,4304.62,4139.49,4846.67,4226.15,4193.33,4444.62,1618,1600,76.697,0,0,0,0,
35,4195.38,4080,4528.21,4203.08,3889.23,4322.05,4069.74,4468.72,4283.59,4115.9,4835.38,4217.95,4198.97,4437.44,1617,1601,76.705,0,0,0,0,
