COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
92,4110.26,4872.31,4664.1,5101.03,4227.69,4606.67,4182.05,4534.87,4302.56,4305.13,5606.67,4307.18,4321.03,4510.26,1624,1610,86.228,0,0,0,0,
93,4058.46,4818.97,4644.1,4972.82,4194.36,4590.26,4163.08,4508.72,4260,4257.95,5659.49,4246.67,4329.23,4421.03,1627,1622,86.236,0,0,0,0,
94,4040.51,4828.21,4635.9,4886.15,4209.74,4591.79,4169.74,4518.46,4305.13,4283.08,5758.46,4233.33,4365.64,4397.95,1626,1626,86.244,0,0,0,0,
95,4076.92,4902.56,4658.97,4945.64,4274.87,4641.03,4198.46,4544.62,4344.62,4318.97,5891.79,4267.18,4450.77,4430.26,1628,1618,86.252,0,0,0,0,
96,4093.33,4916.41,4681.54,4956.92,4277.44,4645.13,4200,4542.56,4322.56,4292.82,6006.15,4280.51,4499.49,4424.1,1628,1607,86.26,0,0,0,0,
97,4066.67,4850.26,4688.72,4891.79,4217.44,4584.62,4178.97,4528.21,4356.92,4268.72,6068.21,4265.13,4453.33,4384.1,1629,1594,86.267,0,0,0,0,
98,4034.87,4809.74,4688.21,4883.59,4203.59,4580,4169.74,4529.23,4493.85,4267.18,6047.69,4238.97,4396.41,4335.38,1628,1587,86.275,0,0,0,0,
99,4013.33,4825.13,4682.05,4885.64,4248.21,4642.05,4171.79,4527.69,4589.74,4274.36,5986.15,4190.77,4416.41,4269.23,1629,1590,86.283,0,0,0,0,
100,4020,4827.18,4693.85,4829.23,4269.74,4655.9,4181.54,4525.13,4568.21,4287.18,5994.36,4172.82,4453.33,4245.13,1629,1596,86.291,0,0,0,0,
101,4045.13,4822.56,4706.15,4801.03,4253.85,4633.85,4193.85,4540,4559.49,4306.15,6033.33,4200.51,4445.64,4273.85,1629,1612,86.3,0,0,0,0,
102,4043.59,4839.49,4682.56,4821.03,4242.56,4638.46,4187.69,4540.51,4581.03,4309.23,6017.44,4206.67,4431.79,4286.15,1629,1615,86.307,0,0,0,0,
103,4046.67,4864.62,4671.79,4827.69,4264.1,4647.69,4183.59,4536.41,4562.56,4311.28,6014.36,4208.21,4443.08,4289.74,1630,1612,86.314,0,0,0,0,
104,4054.36,4862.05,4681.03,4799.49,4273.33,4638.46,4187.69,4543.08,4543.08,4317.95,6034.36,4222.05,4438.97,4292.31,1629,1603,86.322,0,0,0,0,
105,4044.1,4852.82,4683.59,4779.49,4248.72,4617.95,4184.62,4537.95,4524.62,4307.18,6017.44,4222.05,4404.62,4275.38,1630,1590,86.33,0,0,0,0,
106,4035.38,4865.13,4686.15,4775.38,4243.08,4615.9,4180.51,4530.26,4514.87,4306.67,5987.18,4208.72,4377.95,4246.67,1631,1580,86.339,0,0,0,0,
107,4013.33,4844.62,4671.28,4749.23,4236.41,4642.56,4170.26,4520,4517.44,4297.44,5957.95,4184.1,4347.69,4208.21,1634,1577,86.347,0,0,0,0,
108,4012.31,4842.56,4674.36,4742.05,4222.05,4634.36,4158.46,4516.41,4500,4282.56,5937.44,4178.97,4334.87,4199.49,1635,1587,86.353,0,0,0,0,
109,4050.26,4888.72,4703.59,4760.51,4226.15,4591.79,4161.03,4522.56,4471.28,4296.92,5927.18,4206.15,4342.56,4233.33,1637,1604,86.361,0,0,0,0,
110,4066.67,4906.15,4699.49,4762.05,4237.95,4588.21,4163.59,4519.49,4471.28,4315.38,5900,4219.49,4328.72,4257.95,1637,1620,86.369,0,0,0,0,
111,4065.64,4898.46,4676.92,4760.51,4238.97,4606.15,4154.36,4509.74,4467.18,4303.59,5852.82,4213.85,4313.85,4272.31,1635,1631,86.377,0,0,0,0,
112,4074.87,4898.46,4670.26,4770.77,4224.1,4613.33,4151.79,4504.62,4424.62,4286.67,5785.13,4221.03,4306.15,4294.87,1635,1627,86.385,0,0,0,0,
113,4073.85,4892.82,4655.9,4784.62,4197.44,4607.18,4156.92,4507.18,4405.64,4306.15,5704.62,4234.36,4282.56,4311.79,1632,1616,86.393,0,0,0,0,
114,4063.59,4887.69,4646.15,4813.85,4181.54,4577.95,4155.9,4510.26,4389.74,4326.67,5621.54,4232.82,4255.9,4313.85,1632,1605,86.4,0,0,0,0,
115,4048.21,4882.56,4648.72,4859.49,4181.03,4569.23,4149.74,4510.26,4356.92,4300.51,5512.82,4210.26,4210.26,4295.9,1631,1597,86.409,0,0,0,0,
116,4027.18,4857.95,4643.59,4904.1,4181.54,4586.15,4142.56,4503.08,4366.15,4271.79,5374.36,4183.08,4141.54,4269.74,1631,1591,86.416,0,0,0,0,
117,4032.82,4851.79,4651.79,4964.62,4188.21,4564.1,4136.41,4497.95,4364.62,4287.69,5271.28,4183.59,4116.41,4274.87,1630,1588,86.424,0,0,0,0,
118,4031.79,4842.56,4647.18,5011.28,4185.13,4556.41,4134.87,4488.72,4315.38,4311.28,5198.46,4185.64,4103.59,4285.64,1631,1591,86.432,0,0,0,0,
119,3994.87,4802.56,4595.38,5014.36,4167.69,4597.95,4131.79,4470.77,4293.85,4294.36,5094.87,4163.08,4038.97,4275.9,1632,1599,86.439,0,0,0,0,
120,4009.74,4829.23,4580.51,5042.56,4174.87,4578.46,4136.41,4485.13,4328.72,4289.74,5025.64,4189.23,4029.74,4318.46,1631,1607,86.453,0,0,0,0,
121,4051.79,4862.05,4605.64,5095.9,4163.59,4526.15,4136.41,4498.97,4330.26,4308.21,5035.9,4252.31,4092.31,4390.26,1632,1611,86.455,0,0,0,0,
122,4022.56,4781.54,4586.15,5118.46,4117.44,4541.54,4114.87,4459.49,4288.21,4272.82,5013.85,4249.23,4085.64,4381.54,1633,1610,86.463,0,0,0,0,
123,4001.03,4724.62,4570.26,5134.36,4116.41,4566.67,4116.41,4450.26,4291.28,4241.03,4940.51,4229.74,4008.21,4353.33,1635,1605,86.471,0,0,0,0,
124,4000.51,4765.64,4576.92,5109.23,4119.49,4537.44,4126.67,4477.95,4308.72,4256.41,4899.49,4241.54,3963.59,4355.9,1634,1600,86.479,0,0,0,0,
125,3970.26,4768.72,4575.9,5063.59,4073.85,4510.77,4113.33,4469.74,4321.54,4259.49,4885.13,4233.33,3985.13,4329.23,1636,1597,86.486,0,0,0,0,
126,3984.62,4741.03,4613.33,5085.64,4083.59,4529.74,4126.15,4473.33,4340.51,4251.79,4870.77,4224.62,4023.59,4294.36,1635,1594,86.494,0,0,0,0,
127,3998.97,4756.41,4633.85,5066.67,4118.97,4547.18,4146.67,4484.62,4290.26,4230.77,4857.44,4222.05,4037.44,4272.31,1634,1597,86.502,0,0,0,0,
128,3944.1,4781.54,4590.77,4983.08,4083.08,4532.82,4124.62,4456.41,4238.97,4204.62,4904.62,4201.54,4027.69,4244.1,1636,1589,86.51,0,0,0,0,
0,3940.51,4827.69,4597.95,4961.03,4087.69,4528.72,4125.64,4469.74,4317.95,4244.62,5029.74,4218.46,4077.44,4240.51,1639,1585,86.518,0,0,0,0,
1,3985.13,4870.77,4644.62,4925.64,4153.85,4570.77,4164.1,4510.77,4365.64,4273.33,5112.82,4246.67,4168.72,4234.36,1639,1592,86.525,0,0,0,0,
2,3967.69,4844.62,4635.9,4849.23,4149.74,4589.23,4162.56,4495.38,4321.54,4236.92,5161.03,4227.18,4189.74,4189.23,1641,1610,86.533,0,0,0,0,
3,3945.64,4820,4627.18,4856.41,4118.97,4544.62,4136.41,4480,4332.82,4225.13,5300,4216.41,4201.03,4160.51,1643,1627,86.541,0,0,0,0,
4,3946.15,4836.41,4637.95,4841.03,4115.38,4513.33,4130.77,4494.87,4345.64,4214.87,5463.59,4238.97,4233.33,4154.36,1641,1636,86.55,0,0,0,0,
5,3926.15,4850.77,4630.26,4740,4113.85,4528.21,4138.97,4503.59,4336.92,4202.05,5524.62,4242.05,4247.69,4124.62,1643,1632,86.557,0,0,0,0,
6,3916.41,4856.41,4631.79,4713.33,4146.67,4559.49,4151.79,4505.13,4361.03,4240,5529.74,4213.85,4269.74,4070.26,1641,1621,86.565,0,0,0,0,
7,3916.41,4857.95,4645.13,4743.08,4180,4568.21,4155.9,4502.05,4382.05,4258.46,5580.51,4188.72,4322.05,4017.95,1642,1608,86.572,0,0,0,0,
8,3909.74,4832.82,4667.18,4719.49,4143.59,4533.85,4149.23,4502.56,4386.67,4227.69,5670.77,4197.95,4342.05,3997.95,1642,1598,86.581,0,0,0,0,
9,3904.1,4797.95,4692.82,4677.95,4108.72,4508.72,4149.23,4509.23,4374.87,4219.49,5691.28,4200,4304.1,3976.41,1643,1595,86.589,0,0,0,0,
10,3893.85,4796.92,4693.33,4676.41,4142.56,4538.97,4155.9,4507.18,4346.67,4228.72,5651.79,4171.79,4284.1,3936.92,1644,1599,86.596,0,0,0,0,
11,3892.82,4818.46,4680.51,4694.36,4173.85,4558.97,4155.38,4506.67,4346.67,4224.1,5667.69,4162.05,4274.36,3929.23,1645,1608,86.604,0,0,0,0,
12,3888.21,4813.33,4662.05,4662.05,4144.62,4536.92,4144.62,4503.59,4369.23,4230.77,5677.95,4159.49,4262.56,3933.33,1646,1616,86.612,0,0,0,0,
13,3872.31,4787.18,4637.44,4605.13,4119.49,4534.36,4140.51,4487.69,4332.82,4234.87,5626.67,4136.41,4271.28,3922.56,1647,1621,86.619,0,0,0,0,
14,3885.13,4802.05,4643.08,4615.38,4141.54,4543.08,4157.95,4496.41,4304.62,4252.31,5627.69,4151.79,4295.9,3945.13,1648,1622,86.627,0,0,0,0,
15,3902.05,4822.05,4662.05,4633.33,4156.41,4543.08,4172.82,4518.46,4359.49,4273.85,5671.79,4186.67,4304.62,3969.74,1647,1620,86.635,0,0,0,0,
16,3883.08,4801.54,4654.36,4595.38,4128.72,4537.95,4159.49,4505.64,4374.36,4252.82,5653.33,4172.31,4265.64,3939.49,1648,1612,86.643,0,0,0,0,
17,3872.82,4798.97,4650.26,4587.69,4109.74,4519.49,4144.62,4496.41,4324.62,4243.59,5612.82,4152.31,4248.21,3908.21,1645,1607,86.651,0,0,0,0,
18,3870.77,4808.72,4652.31,4601.03,4118.46,4520,4144.1,4510.26,4335.9,4262.05,5591.79,4148.21,4255.38,3893.85,1646,1601,86.658,0,0,0,0,
19,3850.26,4796.41,4636.92,4577.95,4124.62,4537.44,4135.38,4491.79,4350.77,4237.95,5551.79,4127.69,4233.85,3867.69,1647,1595,86.666,0,0,0,0,
20,3849.23,4796.41,4637.95,4567.69,4115.38,4517.95,4128.21,4468.72,4295.38,4215.9,5506.67,4122.05,4209.23,3864.1,1646,1592,86.674,0,0,0,0,
21,3870.77,4816.92,4655.38,4580.51,4108.72,4483.59,4135.38,4487.69,4292.82,4254.87,5483.59,4151.79,4218.46,3900.51,1646,1593,86.682,0,0,0,0,
22,3869.23,4816.92,4641.54,4559.49,4108.72,4489.23,4137.44,4491.79,4324.62,4262.05,5447.18,4160.51,4218.46,3924.1,1646,1602,86.69,0,0,0,0,
23,3846.67,4800.51,4605.13,4529.23,4094.87,4503.59,4122.05,4459.49,4296.92,4227.69,5392.31,4137.95,4185.64,3923.08,1646,1614,86.699,0,0,0,0,
24,3836.92,4795.38,4593.33,4528.21,4081.03,4496.92,4106.15,4446.15,4277.95,4232.82,5350.26,4134.87,4176.41,3938.97,1643,1625,86.705,0,0,0,0,
25,3851.79,4801.54,4604.1,4540.51,4087.69,4483.08,4109.23,4462.56,4289.74,4246.67,5313.33,4157.95,4189.23,3976.41,1641,1629,86.713,0,0,0,0,
26,3863.59,4805.64,4603.08,4561.03,4088.72,4474.36,4125.13,4477.95,4292.82,4249.23,5258.46,4170.26,4178.97,4005.13,1639,1623,86.721,0,0,0,0,
27,3845.13,4785.13,4586.67,4577.44,4074.87,4484.62,4123.59,4473.33,4280,4250.26,5181.54,4154.87,4151.28,4006.15,1635,1597,86.729,0,0,0,0,
28,3824.62,4766.15,4575.38,4597.95,4066.15,4487.69,4107.69,4454.87,4263.59,4239.49,5098.97,4135.38,4129.74,3995.38,1634,1589,86.737,0,0,0,0,
29,3829.74,4774.87,4580.51,4645.13,4055.9,4464.1,4104.62,4450.77,4283.59,4247.18,5030.77,4136.92,4120,4002.05,1633,1589,86.745,0,0,0,0,
30,3829.23,4775.9,4576.92,4688.21,4053.85,4465.64,4109.74,4449.23,4282.05,4247.18,4949.23,4138.97,4103.08,4007.69,1632,1596,86.752,0,0,0,0,
31,3822.56,4776.92,4560,4714.87,4074.36,4496.92,4107.18,4442.56,4239.49,4223.59,4872.31,4131.79,4088.72,4011.79,1630,1601,86.76,0,0,0,0,
32,3823.59,4762.05,4550.77,4734.36,4045.64,4481.54,4087.69,4434.36,4250.77,4223.08,4864.1,4141.54,4092.31,4040,1630,1605,86.768,0,0,0,0,
33,3826.67,4731.28,4548.72,4750.26,3995.38,4441.54,4073.85,4424.1,4277.44,4220.51,4857.44,4165.13,4084.1,4077.44,1629,1603,86.776,0,0,0,0,
34,3854.87,4763.59,4554.87,4789.74,4022.56,4449.23,4099.49,4448.21,4275.9,4233.85,4812.82,4195.38,4082.05,4112.82,1628,1602,86.784,0,0,0,0,
35,3869.23,4804.62,4552.31,4817.95,4041.54,4465.13,4108.72,4463.59,4274.36,4250.77,4776.92,4198.46,4090.77,4119.49,1630,1601,86.791,0,0,0,0,
36,3834.87,4765.64,4534.36,4780.51,3998.46,4462.05,4074.36,4418.46,4231.79,4193.33,4753.85,4166.15,4073.33,4086.15,1629,1600,86.799,0,0,0,0,
37,3825.13,4723.08,4547.18,4759.49,3988.21,4450.26,4069.74,4409.23,4230.77,4178.97,4755.38,4166.67,4048.21,4074.87,1628,1600,86.807,0,0,0,0,
38,3844.62,4752.31,4574.87,4774.87,4007.18,4432.82,4092.31,4452.82,4305.64,4246.15,4746.15,4186.67,4051.79,4077.44,1627,1599,86.815,0,0,0,0,
39,3842.56,4781.54,4572.31,4752.31,3996.92,4434.87,4093.33,4449.23,4294.36,4218.97,4718.46,4181.54,4062.05,4054.87,1624,1594,86.823,0,0,0,0,
40,3828.72,4734.36,4565.64,4728.72,3966.67,4443.59,4079.49,4412.31,4224.62,4116.41,4758.97,4177.44,4026.15,4042.56,1626,1580,86.83,0,0,0,0,
41,3815.9,4713.85,4574.87,4703.59,3959.49,4448.21,4076.41,4412.31,4237.95,4123.08,4793.33,4175.9,3998.97,4028.72,1627,1575,86.838,0,0,0,0,
42,3798.97,4764.1,4568.21,4632.31,3984.1,4461.54,4087.18,4430.26,4274.36,4187.18,4753.33,4153.85,4084.62,3989.23,1625,1582,86.846,0,0,0,0,
43,3810.26,4767.69,4569.74,4595.9,4002.05,4456.92,4093.85,4432.82,4283.59,4183.59,4833.85,4157.95,4161.54,3982.05,1625,1600,86.854,0,0,0,0,
44,3838.97,4759.49,4605.64,4615.38,4006.15,4434.36,4095.38,4438.46,4293.33,4167.69,5016.41,4197.95,4102.05,4001.03,1626,1615,86.862,0,0,0,0,
45,3827.69,4808.21,4615.38,4586.67,4010.26,4443.59,4101.03,4451.79,4302.56,4180.51,5056.92,4200,4090.77,3967.18,1623,1623,86.87,0,0,0,0,
46,3796.41,4818.97,4584.62,4513.33,4011.28,4479.49,4105.64,4455.9,4323.08,4195.38,5061.54,4166.67,4219.49,3908.72,1624,1620,86.877,0,0,0,0,
47,3802.56,4805.13,4584.62,4488.72,4037.44,4496.92,4104.62,4454.87,4337.44,4223.59,5194.36,4158.46,4318.97,3883.59,1622,1609,86.885,0,0,0,0,
48,3826.67,4842.56,4620,4494.87,4071.79,4487.18,4105.64,4460.51,4329.23,4244.62,5331.28,4182.05,4315.38,3875.38,1622,1599,86.893,0,0,0,0,
49,3806.15,4807.18,4626.15,4466.67,4029.74,4459.49,4101.54,4453.33,4309.74,4189.23,5367.18,4184.62,4231.79,3838.46,1620,1589,86.901,0,0,0,0,
50,3770.77,4731.28,4621.54,4432.82,3989.23,4453.33,4101.03,4449.74,4320.51,4158.97,5343.59,4146.67,4189.23,3764.1,1619,1587,86.909,0,0,0,0,
51,3764.62,4734.87,4630.77,4427.69,4015.38,4462.05,4098.97,4457.44,4342.56,4213.85,5330.26,4111.79,4249.74,3700.51,1619,1589,86.916,0,0,0,0,
52,3766.67,4737.95,4629.23,4412.31,4022.05,4452.82,4085.13,4440.51,4315.9,4214.36,5354.87,4110.77,4274.87,3690.26,1617,1595,86.924,0,0,0,0,
53,3790.77,4755.9,4636.92,4383.08,4032.82,4471.79,4103.59,4438.97,4287.69,4194.87,5370.26,4140,4254.36,3728.72,1617,1602,86.932,0,0,0,0,
54,3812.82,4796.92,4642.05,4370.26,4055.9,4494.36,4126.67,4464.62,4314.87,4247.18,5357.44,4151.28,4276.92,3752.82,1617,1604,86.94,0,0,0,0,
55,3793.33,4772.82,4614.87,4347.69,4037.44,4477.95,4104.62,4460.51,4343.59,4266.15,5361.03,4135.38,4266.15,3739.49,1617,1603,86.948,0,0,0,0,
56,3789.74,4746.67,4611.28,4334.87,4032.31,4473.85,4103.59,4454.87,4333.33,4244.62,5380.51,4143.59,4237.44,3739.49,1616,1601,86.956,0,0,0,0,
57,3818.46,4774.36,4640.51,4351.79,4053.85,4478.46,4129.74,4478.46,4348.72,4269.74,5383.59,4165.64,4274.36,3747.69,1617,1598,86.963,0,0,0,0,
58,3803.59,4769.74,4631.79,4326.15,4043.59,4457.95,4115.38,4471.28,4333.33,4264.62,5359.49,4147.18,4270.77,3712.31,1615,1595,86.971,0,0,0,0,
59,3759.49,4726.15,4600,4284.62,4021.54,4460,4087.18,4434.87,4274.36,4222.56,5315.38,4109.74,4207.18,3662.56,1616,1595,86.98,0,0,0,0,
60,3750.77,4718.46,4597.44,4297.95,4020,4478.46,4087.69,4432.31,4303.59,4244.62,5294.36,4105.13,4189.74,3653.85,1616,1591,86.987,0,0,0,0,
61,3772.31,4737.95,4613.85,4327.18,4024.1,4454.36,4094.36,4451.79,4351.28,4268.21,5297.44,4123.59,4210.77,3677.95,1616,1590,86.995,0,0,0,0,
62,3790.26,4751.79,4622.56,4326.15,4033.33,4431.79,4093.33,4452.82,4312.82,4244.1,5277.95,4129.74,4217.95,3701.54,1618,1583,87.002,0,0,0,0,
63,3788.72,4750.77,4614.36,4312.31,4030.26,4442.05,4088.21,4438.46,4276.92,4247.69,5240,4124.62,4203.59,3713.85,1618,1579,87.01,0,0,0,0,
64,3780,4740,4599.49,4306.67,4007.18,4444.1,4078.46,4429.74,4302.56,4268.72,5208.72,4121.03,4190.77,3718.97,1620,1579,87.018,0,0,0,0,
65,3764.62,4726.15,4581.03,4303.08,3988.72,4438.97,4068.72,4413.33,4278.46,4235.9,5155.38,4105.13,4168.21,3711.79,1621,1586,87.026,0,0,0,0,
66,3745.13,4711.28,4560,4299.49,3980,4442.05,4062.05,4395.9,4242.05,4213.85,5093.33,4082.05,4133.33,3703.59,1622,1603,87.034,0,0,0,0,
67,3744.62,4710.26,4550.26,4314.87,3972.82,4430.77,4062.05,4408.72,4296.41,4243.59,5060.51,4083.59,4122.56,3721.03,1620,1619,87.042,0,0,0,0,
68,3763.59,4730.26,4554.36,4357.44,3970.77,4413.85,4071.28,4428.72,4301.03,4241.54,5026.67,4099.49,4137.44,3760.51,1618,1626,87.049,0,0,0,0,
69,3780.51,4723.59,4558.46,4400.51,3964.1,4406.67,4080,4428.21,4234.36,4222.56,4981.03,4112.82,4150.77,3804.62,1616,1618,87.057,0,0,0,0,
70,3771.28,4684.62,4544.1,4438.97,3953.33,4409.74,4075.38,4415.38,4247.69,4244.62,4916.41,4109.23,4126.67,3822.56,1616,1599,87.065,0,0,0,0,
71,3746.15,4680,4519.49,4485.13,3955.38,4431.28,4062.05,4401.03,4280,4249.74,4811.28,4076.41,4070.77,3801.03,1615,1575,87.073,0,0,0,0,
72,3745.64,4712.31,4520.51,4527.18,3960.51,4432.31,4058.97,4396.92,4247.69,4235.38,4733.85,4058.46,4061.54,3788.21,1615,1564,87.081,0,0,0,0,
73,3769.23,4718.97,4546.15,4549.74,3953.85,4390.77,4061.54,4407.18,4238.46,4240.51,4727.69,4082.56,4095.9,3812.31,1616,1565,87.089,0,0,0,0,
74,3776.92,4712.82,4551.79,4554.36,3963.59,4382.05,4057.95,4410.26,4265.64,4243.08,4706.15,4100.51,4082.05,3836.41,1615,1582,87.096,0,0,0,0,
75,3765.13,4713.85,4529.23,4546.15,3958.97,4412.82,4047.18,4384.62,4227.69,4221.03,4650.77,4088.72,4051.28,3848.72,1615,1604,87.104,0,0,0,0,
76,3768.72,4693.85,4510.26,4538.46,3916.41,4403.08,4041.54,4365.64,4178.46,4193.33,4656.41,4100,4062.05,3891.28,1615,1618,87.112,0,0,0,0,
77,3782.05,4650.26,4504.1,4546.67,3894.87,4384.62,4044.1,4386.67,4230.77,4191.28,4663.08,4125.13,4052.82,3942.05,1615,1619,87.121,0,0,0,0,
78,3760.51,4605.13,4484.1,4535.38,3879.49,4392.82,4035.38,4395.9,4278.46,4191.79,4586.15,4103.59,3981.03,3928.21,1616,1611,87.128,0,0,0,0,
79,3740.51,4620.51,4483.08,4513.85,3861.54,4384.1,4033.85,4382.05,4220.51,4189.23,4564.1,4082.56,3975.38,3893.33,1616,1597,87.135,0,0,0,0,
80,3757.44,4683.59,4526.67,4525.64,3890.26,4371.79,4054.87,4391.79,4170.26,4187.69,4608.21,4100.51,4058.97,3878.46,1615,1582,87.143,0,0,0,0,
81,3748.72,4652.31,4553.85,4515.9,3897.95,4376.92,4048.72,4393.85,4187.69,4141.03,4577.44,4091.28,4036.92,3826.67,1615,1564,87.151,0,0,0,0,
82,3722.05,4607.18,4548.21,4464.62,3864.1,4388.72,4031.79,4375.9,4211.28,4109.23,4568.21,4064.1,3962.56,3766.67,1615,1568,87.159,0,0,0,0,
83,3742.56,4707.69,4564.1,4438.97,3907.18,4413.33,4060.51,4396.92,4245.13,4169.23,4662.56,4087.18,4064.1,3774.36,1616,1592,87.167,0,0,0,0,
84,3766.15,4756.41,4582.05,4407.18,3954.36,4416.41,4072.31,4410.26,4246.67,4175.9,4736.92,4115.9,4141.03,3798.46,1617,1616,87.175,0,0,0,0,
85,3758.97,4658.46,4571.79,4355.9,3903.59,4387.69,4040.51,4371.28,4180,4089.23,4783.59,4109.74,4008.21,3792.31,1617,1627,87.182,0,0,0,0,
86,3767.18,4651.28,4565.64,4338.97,3887.18,4390.77,4046.15,4368.21,4171.79,4106.15,4856.41,4100,4013.33,3780,1617,1622,87.19,0,0,0,0,
87,3778.97,4762.05,4569.23,4321.03,3964.1,4428.72,4083.59,4414.87,4236.41,4203.59,4929.23,4098.97,4241.54,3750.26,1618,1610,87.198,0,0,0,0,
88,3772.31,4794.87,4578.46,4298.46,4011.28,4430.26,4084.1,4433.33,4260.51,4219.49,5028.72,4105.13,4327.69,3710.77,1617,1595,87.207,0,0,0,0,
89,3750.77,4684.1,4592.31,4287.18,3957.44,4404.1,4059.49,4418.46,4250.26,4156.41,5143.08,4101.03,4213.33,3662.05,1615,1583,87.214,0,0,0,0,
90,3716.41,4579.49,4609.23,4233.85,3875.38,4385.13,4049.74,4408.21,4236.92,4086.67,5164.1,4074.36,4129.74,3582.56,1615,1577,87.221,0,0,0,0,
91,3707.18,4604.1,4630.77,4209.23,3884.1,4386.67,4057.95,4412.82,4229.23,4081.54,5113.85,4053.33,4151.28,3521.54,1613,1581,87.229,0,0,0,0,
92,3714.36,4676.41,4630.77,4253.33,3957.44,4423.59,4070.26,4417.95,4232.31,4119.49,5100.51,4040.51,4193.33,3505.13,1614,1588,87.237,0,0,0,0,
93,3720,4686.67,4620.51,4253.85,3976.92,4439.49,4074.36,4418.46,4231.28,4145.13,5146.15,4042.56,4214.36,3523.59,1613,1599,87.245,0,0,0,0,
94,3759.49,4685.64,4641.54,4220,3966.67,4406.15,4080,4437.44,4269.74,4191.79,5200.51,4080.51,4236.92,3575.9,1615,1605,87.253,0,0,0,0,
95,3793.33,4689.23,4649.23,4213.85,3977.44,4398.46,4077.95,4443.59,4292.82,4204.62,5206.15,4103.59,4251.28,3606.15,1615,1606,87.261,0,0,0,0,
96,3768.72,4664.62,4616.41,4187.69,3976.92,4429.74,4064.1,4410.26,4232.31,4147.69,5188.72,4080,4215.38,3583.08,1615,1605,87.268,0,0,0,0,
97,3752.31,4668.21,4613.33,4155.9,3972.82,4424.62,4067.18,4402.56,4211.79,4154.36,5202.05,4070.26,4197.44,3565.64,1616,1601,87.276,0,0,0,0,
98,3763.59,4673.85,4636.92,4154.36,3985.13,4405.64,4076.92,4428.21,4265.64,4207.69,5215.38,4078.97,4214.36,3554.36,1616,1598,87.284,0,0,0,0,
99,3748.21,4646.15,4631.79,4132.31,3983.59,4425.64,4069.74,4425.13,4261.54,4181.54,5187.18,4063.59,4191.28,3512.31,1615,1596,87.292,0,0,0,0,
100,3727.69,4621.03,4620.51,4097.44,3950.26,4422.56,4061.03,4401.03,4219.49,4151.79,5160.51,4042.56,4162.05,3474.87,1615,1596,87.3,0,0,0,0,
101,3740,4622.05,4633.33,4101.54,3929.74,4400,4073.33,4421.54,4256.41,4185.64,5178.97,4051.79,4171.79,3477.44,1616,1596,87.308,0,0,0,0,
102,3755.38,4646.15,4643.59,4122.56,3946.67,4409.74,4083.08,4457.95,4319.49,4209.23,5191.28,4067.69,4181.54,3495.38,1616,1600,87.315,0,0,0,0,
103,3757.95,4654.87,4634.36,4111.28,3963.08,4421.03,4071.28,4446.15,4309.23,4205.13,5167.18,4066.15,4170.77,3504.62,1618,1597,87.323,0,0,0,0,
104,3766.67,4653.33,4625.64,4088.72,3959.49,4408.72,4064.1,4423.59,4264.62,4205.64,5144.1,4067.18,4171.79,3514.87,1617,1591,87.331,0,0,0,0,
105,3772.31,4662.05,4620.51,4087.69,3957.44,4408.21,4069.23,4423.59,4246.15,4196.92,5127.69,4076.41,4173.33,3531.28,1620,1585,87.339,0,0,0,0,
106,3766.67,4673.85,4616.41,4085.64,3958.46,4420,4070.26,4421.03,4245.13,4173.33,5103.08,4076.92,4163.59,3540.51,1620,1578,87.347,0,0,0,0,
107,3773.85,4700.51,4625.13,4094.36,3960.51,4423.08,4074.36,4426.67,4271.79,4191.28,5089.23,4084.1,4174.36,3550.77,1621,1582,87.354,0,0,0,0,
108,3790.77,4733.33,4636.41,4128.21,3974.36,4436.41,4089.23,4452.82,4316.41,4232.82,5082.05,4102.56,4197.44,3570.77,1621,1595,87.362,0,0,0,0,
109,3790.77,4735.9,4628.21,4147.69,3976.41,4446.67,4093.33,4455.38,4317.95,4231.79,5050.77,4108.21,4196.41,3588.72,1619,1612,87.37,0,0,0,0,
110,3784.62,4729.74,4610.77,4151.79,3955.38,4435.9,4082.05,4435.38,4289.23,4215.38,5003.59,4106.67,4180,3610.26,1619,1625,87.378,0,0,0,0,
111,3782.05,4729.23,4594.87,4170.77,3936.41,4422.56,4068.72,4429.23,4268.21,4211.28,4952.31,4103.59,4162.05,3638.97,1617,1624,87.386,0,0,0,0,
112,3780.51,4709.74,4583.59,4203.08,3925.64,4417.95,4067.18,4427.18,4247.18,4198.46,4883.08,4097.44,4148.72,3660,1617,1610,87.393,0,0,0,0,
113,3782.05,4704.62,4581.54,4238.46,3916.41,4412.31,4077.44,4433.85,4266.15,4200.51,4816.92,4099.49,4148.21,3677.44,1615,1593,87.401,0,0,0,0,
114,3780,4722.56,4586.15,4281.03,3911.79,4399.49,4078.46,4447.69,4324.62,4224.62,4781.03,4105.13,4147.69,3689.23,1617,1578,87.409,0,0,0,0,
115,3763.08,4715.38,4584.1,4323.59,3902.56,4387.18,4066.67,4437.95,4306.67,4209.74,4730.77,4090.26,4111.28,3674.87,1616,1576,87.418,0,0,0,0,
