Time,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
0.0312769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.50043,0,0,0,0,0,0,0,0,0.0636311,0,0,0,0,0,0.00138544,2.30907e-005,0.641123,1,0
0.625538,0,0,0,0,0,0,0,0,0,0,0,0.655516,0,0,0.00138544,2.30907e-005,0.641123,1,0
0.750645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420136,0.00138544,2.30907e-005,0.641123,1,0
0.875753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542653,0.00138544,2.30907e-005,0.641123,1,0
1.00086,0,0,0,0,0,0,0,0,0.130283,0,0,0,0,0,0.00395977,8.88944e-005,0.720896,1,0
1.00086,0,2,0,0,0,0,0,0,0.130283,0,0,0,0,0,0.00395977,8.88944e-005,0.720896,1,0
1.12597,0,2,0,0,0,0,0,0,0,0,0,0,0,0.409706,0.00395977,8.88944e-005,0.720896,1,0
1.25108,0,2,0,0,0,0,0,0,0,0,0,0.540122,0,0,0.00395977,8.88944e-005,0.720896,1,0
1.37618,0,2,0,0,0,0,0,0,0,0,0,0.509235,0,0,0.00395977,8.88944e-005,0.720896,1,0
1.50129,0,2,0,0,0,0,0,0,0,0,0,0.53998,0,0,0.0102795,0.000259478,0.747991,1,0
1.6264,0,2,0,0,0,0,0,0,0,0,0,0.423298,0,0,0.0102795,0.000259478,0.747991,1,0
1.75151,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0102795,0.000259478,0.747991,1,0
2.00172,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0177964,0.000553915,0.75408,1,0
2.37704,0,2,0,0,0,0,0,0,0,0,0,0.801105,0,0,0.0177964,0.000553915,0.75408,1,0
2.50215,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0262098,0.000986103,0.751989,1,0
2.75237,0,2,0,0,0,0,0,0,0,0,0,0.899999,0,0,0.0262098,0.000986103,0.751989,1,0
2.87747,0,2,0,0,0,0,0,0,0,0,0,0.338563,0,0,0.0262098,0.000986103,0.751989,1,0
3.00258,0,2,0,0,0,0,0,0,0.187806,0,0,0,0,0,0.0335737,0.00153738,0.748422,1,0
3.12769,0,2,0,0,0,0,0,0,0,0,0,0.254237,0,0,0.0335737,0.00153738,0.748422,1,0
3.2528,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0335737,0.00153738,0.748422,1,0
3.50301,0,2,0,0,0,0,0,0,0,0,0,0.63604,0,0,0.0454863,0.00228254,0.763759,1,0
3.62812,0,2,0,0,0,0,0,0,0,0,0,0.27496,0,0,0.0454863,0.00228254,0.763759,1,0
3.75323,0,2,1,0,0,0,0,0,0,0,0,0,0.32647,0,0.0454863,0.00228254,0.763759,1,0
3.87833,0,2,1,0,0,0,0,0,0,0,0,0,0.472609,0,0.0454863,0.00228254,0.763759,1,0
3.90961,0,2,0,0,0,0,0,0,0,0,0,0,0.472609,0,0.0454863,0.00228254,0.763759,1,0
4.00344,0,2,0,0,0,0,0,0,0,0,0,0,0.681092,0,0.0846176,0.00367357,0.781902,1,0
4.12855,0,2,0,0,0,1,0,0,0,0,0,0,0.636909,0,0.0846176,0.00367357,0.781902,1,0
4.25366,0,2,0,0,0,1,0,0,0,0,0,0,0.739678,0,0.0846176,0.00367357,0.781902,1,0
4.37876,0,2,0,0,0,1,0,0,0,0,0,0,0.569933,0,0.0846176,0.00367357,0.781902,1,0
4.50387,0,2,0,0,0,1,0,0,0,0,0,0,0.891945,0,0.110509,0.00548438,0.805421,1,0
4.62898,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0.110509,0.00548438,0.805421,1,0
4.84792,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.110509,0.00548438,0.805421,1,0
4.87919,0,2,0,0,0,0,0,0,0,0,0,0,0.952117,0,0.110509,0.00548438,0.805421,1,0
5.0043,0,2,0,0,0,0,0,0,0.203771,0,0,0,0,0,0.145655,0.0078656,0.83092,1,0
5.12941,0,2,0,0,0,0,0,0,0.207363,0,0,0,0,0,0.145655,0.0078656,0.83092,1,0
5.25452,0,2,0,0,0,0,0,0,0.0809068,0,0,0,0,0,0.145655,0.0078656,0.83092,1,0
5.37962,0,2,0,0,0,0,0,0,0.0651239,0,0,0,0,0,0.145655,0.0078656,0.83092,1,0
5.50473,0,2,0,0,0,0,0,0.400299,0,0,0,0,0,0,0.165249,0.0105532,0.877205,1,0
5.62984,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0.165249,0.0105532,0.877205,1,0
6.00516,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0.182374,0.0135032,0.932637,1,0
6.25538,0,2,0,0,0,1,0,0.322831,0,0,0,0,0,0,0.182374,0.0135032,0.932637,1,0
6.38048,0,2,0,0,0,1,0,0,0,0,0,0.831797,0,0,0.182374,0.0135032,0.932637,1,0
6.50559,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0.218901,0.0170367,0.981335,1,0
6.59942,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.218901,0.0170367,0.981335,1,0
6.6307,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.218901,0.0170367,0.981335,1,0
6.75581,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0.218901,0.0170367,0.981335,1,0
7.00602,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.244693,0.0209696,1,1,0
7.0373,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.244693,0.0209696,1,1,0
7.50645,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.281761,0.0254864,1,1,0
7.53773,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.281761,0.0254864,1,1,0
7.75667,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.281761,0.0254864,1,1,0
8.00688,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.270281,0.0297727,1,1,0
8.06944,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0.270281,0.0297727,1,1,0
8.31965,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.270281,0.0297727,1,1,0
8.3822,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.270281,0.0297727,1,1,0
